descripcion
BEIGUE HUESO  6003  2/18  FT
BEIGUE OSCURO  6021  2/18
BIEGE  6039  STOLL
BIEGE 201  2/11
BIEGE OSC.  6021  2/18
BISON  6016  2/12
BISON  6016  2/32
BISON  6067  2/12
BISON  6067  2/12  FT
BLANCO  0010  2/13
BLANCO  0010  2/13 TIPO N
BLANCO  0010  2/13-N
BLANCO  0010  2/14  SM
BLANCO  0010  2/18
BLANCO  0010  2/32
BLANCO  0010  2/32-D
BLANCO  0010  3/15
BLANCO  0010  3/15  MADEJITAS
BLANCO  0010  4/9
BLANCO  0010  CH
BLANCO  0010  STOLL
BLANCO  RECUPERADO
BLANCO RECUPERADO
BURRITO  0017  2/15  SM
BURRITO  0038  2/15
C. AMARILLO  6004  2/13
C. AMARILLO  6004  2/18
CAFE  6033  2/10
CAFE OSC.  6014  2/10
CAFE OSC.  6014  2/12
CAFE OSC.  6014  2/13
CAFE OSC.  6014  2/13 TIPO N
CAFE OSC.  6014  2/18
CAFE OSC.  6014  2/32
CAFE OSC.  6014  2/32-D
CAFE OSC.  6014  3/15
CAFE OSC.  6014  4/9
CAFE OSC.  6015  2/15
CAFE OSC.  6034  2/15
CAFE OSCURO  6014  2/12
CAFE OSCURO  6014  2/13-N
CAFE OSCURO  6014  2/32
CAFE ROJISO  6013  2/12
CAFE ROJISO  6013  2/18
CAFE ROJISO  6013  2/32
CAFE ROJIZO   6013  2/18
CAFE ROJIZO  6013  2/18
CALIFORNIA  7037  2/13 TIPO N
CALIFORNIA  7037  2/13-N
CALIFORNIA  7037  4/9
CALIPSO  7008  2/18
CALIPSO  7008  2/32
CALIPSO  7035  2/32-D
CALIPSO  708  2/18
CALIPSO CLARO  7098  2/18
CALIPSO MEDIO  7035  2/12
CALIPSO MEDIO  7038  2/12
CALIPSO MEDIO  7038  2/32
CALIPSO MEDIO  7098  2/18
CANARIO OSC.  0035  2/18
CANELA  3010  2/13 TIPO N
CARTON AM.  6004  2/18
CARTON AMARILLO  6004  2/18
CARTON AMARILLO  6004  2/32
CARTON AMARILLO  6004  2/32-D
CARTON AMARILLO  602  2/11
CARTON AMARILLO  602  2/25
CCICLAN  2004  2/18
CEFE OSCURO  6014  2/32-D
CELESTE  214  2/12
CELESTE  7004  2/18
CELESTE  7034  2/13
CELESTE  7034  2/13-N
CELESTE  7034  2/18
CELESTE  7034  2/32
CELESTE  7054  2/18
CELESTE  BOL.  7004  2/13 TIPO N
CELESTE BB  7002  2/12
CELESTE BB  7002  2/13 TIPO N
CELESTE BEBE  7002  4/9
CELESTE BOL.  7004  2/13
CELESTE BOL.  7004  STOLL
CELESTE BOLIVAR  7004  2/12  FT
CELESTE BOLIVAR  7004  4/9
CELSTE POL.  7096  STOLL
CHAMPAGE  6017  2/12
CHICLE  7017  2/13 TIPO N
CHICLE  7017  STOLL
CHOCALTE  7030  2/13
CHOCOLATE  7030  2/10
CHOCOLATE  7030  2/12
CHOCOLATE  7030  2/18
CHOCOLATE  7030  4/9
CHOCOLATE  7030  STOLL
CICLAN  2004  2/18
CICLAN  2004  2/30 TIPO N
CICLAN  2004  2/32
CICLAN  2004  2/32-D
CICLAN  2005  2/18
CICLAN  2015  2/18
CICLAN BAJO  2011  2/18
CICLAN CLARO  2023  2/32
CICLAN OSC.  2005  2/18
CICLAN OSC.  2005  3/15
CICLAN OSC.  2016  2/32
CICLAN OSC.  2016  2/32-D
CICLAN OSCURO  2005  2/18
CLAVEL  3005  2/18
CLAVEL  3026  2/32-D
CLAVEL  3034  2/18
CLAVEL  3034  2/32-D
CLAVEL CLARO  3055  2/18
CLAVEÑ  3005  2/32
CONFITE  2002  2/18
CONFITE  2002  2/32
CONFITE  2003  2/32
CONFITE  2003  2/32-D
CONFITE  2007  2/18
CONFITE  2007  2/32
CONFITE  2008  2/18
CONFITE  2008  2/32-D
CPNFETI  2002  2/32
ENFERMERA  7073  2/13 TIPO N
ESMERALDA  4013  2/18
ESMERALDA  4055  2/18
FLOR DE PAPA  7089  2/18
FUCSIA  2009  2/32
FUCSIA  3009  2/18
FUCSIA  3009  2/32
FUCSIA  3010  2/18
FUCSIA  3039  2/13
FUCSIA  3039  2/14  STOLL  RET
FUCSIA  3039  2/18
FUCSIA  3039  2/32
FUCSIA  3039  4/9
FUCSIA  3049  2/18
FUCSIA  3049  2/32
FUCSIA 3009  2/32
FUCSIA CLARO  3059  2/13
GALLETA  6010  2/18
GRIS  401  2/18
GRISS   402  2/18
GRISS  (REMATE)
GRISS  399  2/10
GRISS  399  2/12
GRISS  399  2/18
GRISS  399  STOLL
GRISS  400  2/12
GRISS  401  2/18
GRISS  402  2/10
GRISS  402  2/12
GRISS  402  2/18
GRISS  402  2/32
GRISS  402  2/32-D
GRISS  402  STOLL
GRISS  404  2/12
GRISS  404  2/18
GRISS  404  STOLL
GUINDO  3014  2/32
GUINDO  3027  2/12
GUINDO  3027  2/18
GUINDO  3027  2/32
GUINDO  3027  2/32-D
GUINDO  3033  2/10
GUINDO  3033  2/18
GUINDO  3033  2/32
GUINDO  3033  2/32-D
GUINDO  3043  2/12
GUINDO  3043  2/13 TIPO N
GUINDO  3043  2/32
GUINDO ESCOLAR  3042  2/18
GUINDO GRANATE  227  2/12  VARR
GUINDO OSC.  3043  2/13
GUINDO OSC.  3043  2/13 TIPO N
GUINDO OSC.  3043  2/18
GUINDO OSC.  3043  2/32
GUINDO OSC.  3058  2/11
GUINDO OSCURO  3043  2/13-N
GUINDO POT.  3035  2/18
GUINDO POT.  3035  2/32
GUINDO POT.  3035  2/32-D
GUINDO POTOLO  3035  2/18
GUINDO PÒT.  3035  4/9
GUINDO PÓT.  3035  2/32
HOJA SECA  4002  2/13 TIPO N
INTOCABLE  1016  2/18
INTOCABLE  1016  2/32
INTOCABLE  1016  STOLL
JADE  4048  2/14
JADE  4048  2/18
JADE  4048  2/32
KANTUTA  3018  2/18
KANTUTA  3018  2/32
KANTUTA  3018  2/32-D
KANTUTA  3045  2/18
KANTUTA  3045  2/32
KANTUTA  3045  2/32-D
KANTUTA  3045  STOLL
LADRILLO  1005  2/12
LADRILLO  1005  2/18
LADRILLO  1005  2/32
LADRILLO  1014  2/18
LADRILLO  1014  2/32
LILA  403  2/12
LILA  7019  2/32
LILA  7019  STOLL
LILA  7040  2/18
LILA  7043  2/13 TIPO N
LILA  7043  2/18
LILA  7059  2/12
LILA BAJO  7018  2/13
LILA BAJO  7018  2/18
LILA BAJO  7018  2/32
LILA BAJO  7018  3/15  MADEJITAS
LILA CLARO  404  2/12
LILA OCRE  7020  2/18
LILA OCRE  7020  2/32
LIMON  0020  2/18
LIMON  0020  3/15
MAIZ  6005  2/17
MAIZ  6005  2/18
MAIZ  6005  2/32
MANZANA  4004  4/9
MANZANA  4004  STOLL
MANZANA  4080  2/13
MANZANILLA  4081  2/13-N
MARFIL  0011  2/12
MARFIL  0017  2/32-D
MARFIL  0018  2/11
MARFIL  0018  2/12
MARFIL  0018  2/13 TIPO N
MARFIL  0018  2/13-N
MARFIL  0018  2/18
MARFIL  0018  2/32
MARFIL  0018  2/32-D
MARFIL  0018  3/15  MADEJITAS
MARFIL  0018  4/9
MARFIL  0022  2/13 TIPO N
MARFIL  0022  2/18
MARFIL  0022  2/18 MADEJAS MANCHADAS
MARFIL  0022  2/32
MARFIL  0022  2/32  CH
MARFIL  0022  2/32-D
MARFIL  0022  4/9
MATERIAL  RECUPERADO
MATERIAL RECUPERADO
MATERIAL RECUPERADO  2/11 SM
MATERIAL RECUPERADO  2/12
MATERIAL RECUPERADO  2/13
MATERIAL RECUPERADO  2/14
MATERIAL RECUPERADO  2/14  STOLL
MATERIAL RECUPERADO  2/18
MATERIAL RECUPERADO  2/30
MATERIAL RECUPERADO  2/32
MATERIAL RECUPERADO  3/15 CONO
MATERIAL RECUPERADO  STOLL
MATERIAL RECUPERADO 2/10
MATERIAL RECUPERADO 2/15
MATERIAL RECUPERADO 2/28
MATERIAL RECUPERADO 3/15
MENTA  4089  2/12
MENTA  4089  2/13
MENTA  4089  2/13 TIPO N
MENTA OSC.  4043  2/12
MORADO  7022  2/32  MADEJAS
MORADO  7023  2/18
MORADO  7023  2/32
MORADO  7023  3/15  MADEJITAS
MORADO  7023  STOLL
MORADO  7024  2/12
MORADO  7024  2/18
MORADO  7026  2/13
MORADO  7026  2/18
MORADO  7026  2/32
MORADO  7026  2/32  RET
MORADO  7026  2/32-D
MORADO  7026  2/32-D  RET
MORADO  7026  4/9
MORADO  7044  2/18
MORADO  7044  2/32
MORADO  7044  2/32-D
MORADO  7185  2/18
MOSTAZA  1008  2/10
MOSTAZA  1008  2/18
MOSTAZA  1027  2/18
MOSTAZA  1031  2/12
MOSTAZA  1031  2/13
MOSTAZA  1031  2/13 TIPO N
MUSGO  7044  2/32-D
NARANJA  1013  2/18
NARANJA  1013  2/32-D
NARANJA  1020  2/18
NARANJA  1023  2/18
NARANJA  1023  2/32
NARANJA  1023  2/32-D
NARANJA  1023  3/15  MADEJITAS
NARANJA  11023  2/32
NARANJA  7013  2/32-D
NARANJA OSC.  1024  2/32
NARANJA ROJISO  1044  2/32
NEGRO  5000   2/18
NEGRO  5000  1/20
NEGRO  5000  2/10
NEGRO  5000  2/11
NEGRO  5000  2/12
NEGRO  5000  2/12  RET
NEGRO  5000  2/12  RET FT
NEGRO  5000  2/13
NEGRO  5000  2/13 TIPO N
NEGRO  5000  2/13-N
NEGRO  5000  2/13-N  MAT REC
NEGRO  5000  2/15
NEGRO  5000  2/16
NEGRO  5000  2/18
NEGRO  5000  2/18  RET
NEGRO  5000  2/23
NEGRO  5000  2/28
NEGRO  5000  2/30
NEGRO  5000  2/32
NEGRO  5000  2/32-D
NEGRO  5000  2/32-D  RET
NEGRO  5000  3/15
NEGRO  5000  3/15  MADEJITAS
NEGRO  5000  4/9
NEGRO  5000  STOLL
NEGRO  5003  2/13
NEGRO  RECUPERADO
PACEÑITA  2010  2/13
PACEÑITA  2010  2/13 TIPO N
PACEÑITA  2010  2/13-N
PACEÑITA  2010  4/9
PERLA   0031  2/13
PERLA  0031  2/10
PERLA  0031  2/12
PERLA  0031  2/13
PERLA  0031  2/13 TIPO N
PERLA  0031  2/13-N
PERLA  0031  2/14  STOLL
PERLA  0031  2/15
PERLA  0031  2/32
PETROLEO OSC.  7078  2/13
PETROLEO OSC.  7078  4/9
PLOMO  218  2/12
PLOMO  8001  2/13 TIPO N
PLOMO  8009  2/12
PLOMO  8010  2/18
PLOMO  8011  2/32
PLOMO  PLATA  8009  2/32-D
PLOMO INTER  8002  2/13 TIPO N
PLOMO INTER  8002  4/9
PLOMO MEDIO  218  2/12
PLOMO OSC.  271  2/12
PLOMO OSC.  8011  2/18
PLOMO OSC.  8014  2/10
PLOMO OSCURO  8011  2/32
PLOMO PLATA  7009  2/18
PLOMO PLATA  8001  2/10
PLOMO PLATA  8001  2/13
PLOMO PLATA  8001  2/13 TIPO N
PLOMO PLATA  8001  2/32
PLOMO PLATA  8001  4/9
PLOMO PLATA  8009  2/18
PLOMO PLATA  8009  2/32
PLOMO P´LATA  8009  2/18
PLOMO RATON  8003  2/10  FT
PLOMO RATON  8003  2/12
PLOMO RATON  8003  2/13
PLOMO RATON  8003  2/13-N
PLOMO RATON  8003  2/14  STOLL  RET
PLOMO RATON  8003  2/32
PLOMO RATON  8003  2/32-D
PLOMO RATON  8003  4/9
ROASDO BB  2001  2/12
ROJO  3006  2/14
ROJO  3006  2/18
ROJO  3006  2/30
ROJO  3006  2/32
ROJO  3006  2/32-
ROJO  3006  2/32-D
ROJO  3006  3/15
ROJO  3017  2/18
ROJO  3041  4/9
ROJO  3056  2/10
ROJO  3056  2/12
ROJO CLARO  3025  2/13
ROJO OSC.  3041  2/32
ROJO OSC.  3041  4/9
ROJO RECUPERADO
ROJO SANDIA  3023  2/18
ROJO SANDIA  3023  2/32-D
ROJO VINO  3042  2/13 TIPO N
ROSA LILA  7016  2/13 TIPO N
ROSA LILA  7058  2/12
ROSADO  2001  2/32
ROSADO  298  2/12
ROSADO BB  2001  2/12
ROSADO BB  2001  2/13
ROSADO BB  2001  2/13 TIPO N
ROSADO BB  2001  4/9
ROSADO BEBE  2001  2/13-N
ROSADO CLARO  298  2/12
ROSADO PST  2006  4/9
SAL ANT PROD TERM  2/32
SAL ANT PROD TERM  RECUPERADO
SALMON  3003  2/18
SALMON  3003  2/32
SALMON  3030  2/18
SALMON  3030  2/32-D
SALMON  3037  3/15
SANDIA  3004  2/18
SANDIA  3023  2/18
TERRACOTA  1007  2/12
TERRACOTA  1007  2/13
TERRACOTA  1007  2/13  TIPO N
TERRACOTA  1007  2/13 TIPO N
TERRACOTA  1007  4/9
TERRACOTA  236  2/12
TERRACOTA  6031  2/32-D
TERRACOTA CAFE  6031  2/32
TUMBO  1039  2/12
TUMBO  1039  2/14  STOLL
TUMBO  1039  4/9
TUMBO  7039  2/18
TURQUEZA  7003  2/12
TURQUEZA  7003  2/13
TURQUEZA  7003  2/18
V. BANDERA  4010  2/18
V. COCA  4036  2/13 TIPO N
V. EASMERALDA  4033  2/18
V. ESMERALDA  4013  2/18
V. ESMERALDA  4013  STOLL
V. ESMERALDA  4022  2/18
V. ESMERALDA  4022  2/32
V. ESMERALDA  4033  2/18
V. ESMERALDA  4033  4/9
V. ESMERALDA  4055  2/18
V. LECHUGA  4007  2/18
V. LECHUGA  4007  2/32
V. LECHUGA  4008  2/18
V. LECHUGA  4034  2/18
V. LECHUGA  4043  2/18
V. MILITAR  4041  2/18
V. MILITAR  4041  4/9
V. MILITAR  4042  2/18
V. PACAY  4035  4/9
V.BANDERA  4010  2/13  TIPO N
VERDE  4060  2/13 TIPO N
VERDE  4060  2/32
VERDE  4073  2/18
VERDE BANDERA  4010  2/18
VERDE BANDERA  4010  2/30
VERDE BANDERA  4010  2/32
VERDE BANDERA  4010  2/32-D
VERDE BANDERA RECUPERADO
VERDE BB  4001  2/18
VERDE BB  4001  2/32
VERDE BB  4001  4/9
VERDE BB  4027  2/13
VERDE BB  7059  2/18
VERDE BOTELLA  4011  2/12
VERDE BOTELLA  4011  2/13
VERDE BOTELLA  4011  2/13 TIPO N
VERDE BOTELLA  4011  2/18
VERDE BOTELLA  4011  2/32
VERDE BOTELLA  4011  2/32-D
VERDE BOTELLA  4011  4/9
VERDE BOTELLA  4011  STOLL
VERDE BOTELLA  4014  STOLL
VERDE BOTELLA  4057  2/18
VERDE BOTELLA  4057  2/32
VERDE COCA  4009  2/32
VERDE COCA  4036  2/13 TIPO N
VERDE COCA  4036  2/18
VERDE COCA  4036  2/32
VERDE ESMERALDA  4013  2/18
VERDE ESMERALDA  4013  2/32
VERDE ESMERALDA  4013  2/32-D
VERDE ESMERALDA  4022  2/32
VERDE ESMERALDA  4022  4/9
VERDE ESMERALDA  4033  2/18
VERDE ESMERALDA  4033  2/32
VERDE JADE  4048  2/18
VERDE JADE  4085  2/32
VERDE LECHUGA  4000  3/15
VERDE LECHUGA  4007  2/18
VERDE LECHUGA  4007  2/32-D
VERDE LECHUGA  4008  2/18
VERDE LECHUGA  4008  2/32-D
VERDE LECHUGA  4034  2/18
VERDE LECHUGA  4034  2/32
VERDE LECHUGA  4034  2/32-D
VERDE LIMON  4051  2/32
VERDE LIMON  4051  2/32-D
VERDE LORO  4006  2/32-D
VERDE MEDIO  4029  2/18
VERDE MEDIO  4029  2/32
VERDE MILITAR  4041  2/12
VERDE MILITAR  4041  2/13 TIPO N
VERDE OLIVO  4052  2/12
VERDE OLIVO  4075  2/12
VERDE OLIVO  4075  2/13
VERDE OLIVO  4075  2/13N  MAT REC
VERDE OLIVO  4075  2/32-D
VERDE OLIVO  4075  4/9
VERDE OSC.  4016  STOLL
VERDE OSCURO  4016  STOLL
VERDE PACAY  4035  2/12
VERDE PACAY  4035  2/13
VERDE PACAY  4035  2/13 TIPO N
VERDE PACAY  4035  2/13-N  MAT REC
VERDE PACAY  4035  2/18
VERDE PACAY  4035  2/32
VERDE PACAY  4035  2/32  FT
VERDE PACAY  4035  4/9
VICUÑA  1032  2/32-D
VICUÑA  2005  2/11
VICUÑA  203  2/11
VICUÑA  204  2/11
VICUÑA  204  2/25
VICUÑA  205  2/11
VICUÑA  205  2/25
VICUÑA  6007  2/10
VICUÑA  6007  2/12
VICUÑA  6007  2/13
VICUÑA  6007  2/13 TIPO N
VICUÑA  6007  2/14  STOLL
VICUÑA  6007  2/18
VICUÑA  6007  2/32
VICUÑA  6007  2/32  FT
VICUÑA  6007  2/32  MADEJAS
VICUÑA  6007  2/32-D
VICUÑA  6007  3/15
VICUÑA  6007  4/9
VICUÑA  6011  2/15
VICUÑA  6011  2/18
VICUÑA  6011  2/32
VICUÑA  6011  2/32  FT
VICUÑA  6011  2/32-D
VICUÑA  6011  2/32-D RET
VICUÑA  6012  2/18
VICUÑA  6012  2/32
VICUÑA  6012  2/32-D
VICUÑA  6020  2/15
VICUÑA  6020  2/15  SM
VICUÑA  6026  2/18
VICUÑA  6026  2/32
VICUÑA  6027  2/18
VICUÑA  6048  2/12
VICUÑA  6099  2/12
VICUÑA  6106  2/28
VICUÑA  6107  2/15
VICUÑA  6107  2/19
VICUÑA  6108  2/28 SN
VICUÑA  6111  2/15
VICUÑA  6112  2/15
VICUÑA  CIM1-3  2/18  ALP
VICUÑA  RECUPERADO
VICUÑA CLARO  6006  2/15 SM
VICUÑA CLARO  6053  2/11
VICUÑA CLARO  6110  2/15
VICUÑA RECUPERADO
VICUÑÁ  6007  2/12
YOGURT  2018  3/15
